5882,94,87816,12,7318,1,930607,3,84,940925,15665.6,41,43,4840.648780487805,3800.0,14886.0,54.5,22528748.100059487,4251.186046511628,5005.0,10300.0,14.6,9899966.18864251,49,11,14,0,0,10,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5754,94,23052,12,1921,1,930119,3,171,940915,28531.7,48,123,6742.35,2300.0,20812.0,34.7,51561369.079166666,2399.1951219512193,2000.0,24000.0,14.6,9383020.745667262,107,15,19,0,15,15,0,387570,387570,387570,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
6594,94,189696,24,7904,-1,940517,3,5,940914,22500.0,5,0,4500.0,2200.0,11500.0,600.0,17100000.0,0,0,0,0,0,5,0,0,0,0,0,0,110643,110643,110643,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
6738,94,230220,36,6395,-1,931008,3,82,940907,6325.5,38,44,7839.626315789474,220.25,47953.0,4.9,162145695.6529917,6626.820454545455,2077.5,59800.0,6.8,120287950.77435434,39,9,21,0,0,10,3,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6624,94,71460,12,5955,1,931108,3,43,940923,82549.0,20,23,13133.975,8000.0,48487.0,35.9,219883241.85087502,8085.147826086956,7268.0,24300.0,14.6,35073068.65814745,27,4,8,0,0,4,0,157042,157042,157042,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
6216,94,141240,24,5885,1,930907,3,102,940922,45871.6,27,75,18498.09259259259,1000.0,52968.0,105.9,373755846.4851303,6047.690666666666,3684.0,43500.0,14.6,54196527.56404622,65,8,12,0,9,8,0,102609,102609,102609,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
6229,94,11736,24,489,1,930422,3,133,941001,26984.4,36,97,11518.788888888888,1900.0,33098.0,34.8,148191824.88432097,3996.822680412371,2600.0,22500.0,14.6,24001677.668351576,77,13,17,0,13,13,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5887,94,192744,36,5354,1,930602,3,76,940930,29033.7,33,43,9241.760606060607,1700.0,41064.0,8.8,169819217.9193572,6417.6511627906975,4200.0,47700.0,14.6,70782348.26435912,52,0,14,0,0,10,0,110643,110643,110643,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
6808,94,227880,36,6330,1,930925,3,83,941009,53716.6,45,38,8119.228888888889,434.7,49115.0,24.3,166645536.06338766,8201.27894736842,5450.0,64600.0,14.6,153388537.96324098,48,0,24,0,0,11,0,197099,197099,197099,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
6297,94,17508,12,1459,1,930801,3,72,941021,48027.0,31,41,6398.487096774194,7800.0,17580.0,36.7,38600434.18563996,3666.487804878049,1320.0,13300.0,14.6,16975777.70350982,48,0,14,0,0,10,0,107870,107870,107870,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
5161,94,98184,24,4091,1,940709,3,14,941010,68956.1,11,3,9059.654545454545,241.1,24545.0,74.1,137037667.5242975,10233.333333333334,11100.0,18200.0,1400.0,47415555.55555556,8,0,6,0,0,0,0,114200,114200,114200,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
5390,94,170256,24,7094,1,930808,3,77,941027,43302.8,31,46,11986.912903225806,600.0,36552.0,83.9,172684282.99854317,7136.769565217392,5922.0,29300.0,14.6,40773736.66081285,45,10,13,0,0,9,0,93931,93931,93931,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
6150,94,83016,12,6918,1,930208,3,196,941031,93605.6,67,129,20124.31791044776,22603.0,48883.0,90.2,294019495.6749031,9929.641860465117,6327.0,64400.0,14.6,143461234.723519,139,18,21,0,0,18,0,161954,161954,161954,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
6223,94,61056,48,1272,1,931121,3,64,941031,33539.9,23,41,8584.58695652174,900.0,24372.0,37.1,81305556.14461248,3998.0536585365853,1978.0,13500.0,14.6,17531863.190291494,40,6,11,0,0,7,0,161954,161954,161954,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
5032,94,123696,48,2577,1,931202,3,61,941031,25201.8,22,39,12984.854545454546,1462.8,48476.0,59.5,285968385.6306612,6678.964102564102,3274.0,32100.0,14.6,61699964.84896778,39,6,10,0,0,6,0,124605,124605,124605,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
6253,94,59760,24,2490,1,931227,3,54,941031,41147.7,22,32,11115.263636363636,550.0,34557.0,19.5,147901946.83322313,6356.33125,5560.0,21440.0,14.6,37724275.66402344,33,5,10,0,0,6,0,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6460,94,48672,36,1352,1,930917,3,97,941031,23124.6,34,63,2590.1029411764707,1650.0,12100.0,33.8,7554878.632050173,1031.0063492063491,115.0,5880.0,14.6,2015714.6767850844,57,9,13,0,9,9,0,157042,157042,157042,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
6645,94,140400,36,3900,1,931010,3,45,941104,28271.8,22,23,11883.85,296.75,44739.0,100.9,310010574.6443182,10137.95652173913,4500.0,63200.0,14.6,184898840.4241966,27,0,13,0,0,5,0,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
5176,94,192552,24,8023,-1,930829,2,51,941031,22255.5,26,25,6090.784615384616,162.15,23844.0,10.2,65924898.3166864,5445.4,5400.0,18000.0,30.0,23199632.16,31,0,14,0,0,6,0,70646,70646,70646,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
5269,94,164052,36,4557,-1,931117,1,65,941112,20811.2,28,37,14078.810714285713,10350.0,48181.0,53.7,266680469.61952808,10091.767567567567,5200.0,41400.0,0.4,129857172.15029949,42,0,12,0,0,10,1,51313,51313,51313,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
5351,94,205200,36,5700,1,930611,2,129,941203,54586.0,36,93,17320.669444444444,1900.0,51303.0,82.4,333909156.763233,6117.8279569892475,5900.0,31200.0,30.0,34639666.09943346,73,13,17,0,13,13,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5861,94,51408,24,2142,1,931116,3,64,941130,49213.4,31,33,14636.95806451613,10976.0,49907.0,43.8,248028484.86888656,12258.993939393938,6700.0,57700.0,14.6,218129804.17814508,44,0,12,0,0,8,0,45714,45714,45714,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
5450,94,199680,60,3328,1,931025,3,74,941130,19924.0,28,46,10072.95,400.0,29954.0,20.2,119301095.88607143,5698.226086956522,3612.0,22637.0,14.6,30406486.71062382,43,9,13,0,0,9,0,139012,139012,139012,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
7142,94,482940,60,8049,-1,930829,3,130,941213,18439.4,56,74,4877.926785714286,162.55,21056.0,7.8,47180698.98338967,3442.2243243243242,2439.0,15800.0,14.6,10476414.87346238,67,11,30,0,11,11,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6306,94,36684,12,3057,1,930329,3,125,941219,35093.0,50,75,6311.736,3900.0,18552.0,8.3,42540769.470704,3739.9146666666666,3600.0,24480.0,14.6,12659446.426851554,73,16,20,0,0,16,0,285387,285387,285387,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
6272,94,398640,60,6644,1,930726,2,86,941218,59316.9,34,52,21806.935294117648,20131.0,59793.0,32.1,494232486.2134602,13117.673076923076,6400.0,48100.0,30.0,178351389.22004437,58,0,16,0,0,12,0,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
5044,94,100980,60,1683,1,931201,3,70,941210,47137.7,27,43,7692.8,3200.0,20922.0,75.7,61913382.269629635,3734.1348837209302,2300.0,22900.0,14.6,17817743.51389941,41,9,12,0,0,8,0,387570,387570,387570,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
5576,94,31248,12,2604,1,930530,3,120,941220,53922.3,51,69,16817.42745098039,11272.0,47033.0,128.0,277558850.295717,11648.785507246377,6000.0,64100.0,14.6,191165454.53834066,90,0,18,0,0,12,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
7192,94,115992,36,3222,1,930417,2,127,941210,17711.5,46,81,8683.641304347826,4350.0,46194.0,5.4,140071188.85633743,4812.074074074074,3200.0,60600.0,30.0,62638195.96982168,75,16,20,0,0,16,0,51313,51313,51313,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
5739,95,76380,12,6365,1,940501,3,45,941231,23171.2,20,25,4596.96,2800.0,12861.0,36.1,21096608.698400002,2751.296,1827.0,8700.0,14.6,5584828.425984,25,4,8,0,4,4,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6526,95,288468,36,8013,1,940829,3,17,941231,48840.6,14,3,6845.75,158.7,30950.0,6.4,113071214.98107143,15666.666666666666,13000.0,23300.0,10700.0,30015555.555555556,9,0,8,0,0,0,0,86513,86513,86513,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
5624,95,177744,48,3703,-1,930810,3,95,950102,14230.7,36,59,9073.402777777777,4000.0,45056.0,10.0,120029238.18804784,5295.1169491525425,3300.0,26000.0,3.3,40418620.609543234,64,0,15,0,0,14,2,108871,108871,108871,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
6244,95,270648,36,7518,-1,940307,2,72,950101,50996.5,36,36,13666.85,341.75,47433.0,105.9,320657784.1452778,12250.277777777777,7500.0,52700.0,30.0,177419202.70061728,39,6,20,0,0,7,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5131,95,48624,24,2026,1,930805,3,117,950107,47993.6,49,68,15032.102040816326,10560.0,41561.0,21.1,217444909.7095877,10126.164705882353,4514.0,52900.0,14.6,156677360.6716955,76,12,17,0,0,12,0,128118,128118,128118,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
6960,95,76416,24,3184,1,930313,3,153,950110,12262.9,57,96,8867.943859649124,2500.0,28659.0,48.8,98295642.61860265,5137.602083333333,4087.0,21400.0,14.6,18244484.332078993,95,18,22,0,0,18,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6358,95,137880,60,2298,-1,930915,2,89,950110,19966.8,38,51,7317.1815789473685,6100.0,20684.0,30.5,51767250.546239614,5060.509803921569,3300.0,20848.0,30.0,23061439.936178394,63,0,15,0,0,11,0,226122,226122,226122,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5418,95,347952,48,7249,1,930330,3,120,950113,57546.3,50,70,16705.18,12003.5,49271.0,111.1,295997420.0136,11110.177142857143,7911.0,54600.0,14.6,109125972.22919182,87,0,19,0,0,14,0,45714,45714,45714,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
6598,95,68112,12,5676,1,930804,3,147,950115,39416.1,37,110,20195.84054054054,378.1,57164.0,113.6,445873559.84078896,6434.816363636363,5250.0,42100.0,14.6,57124642.77609587,90,13,17,0,14,13,0,88768,88768,88768,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
5464,95,95808,12,7984,1,931127,3,90,950129,72500.4,40,50,18972.2875,20714.5,49008.0,109.8,277333185.90909374,13727.82,9550.0,57700.0,14.6,169623263.4596,67,0,13,0,0,10,0,161854,161854,161854,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
6591,95,20832,48,434,1,930801,3,151,950131,17872.5,47,104,4204.593617021276,1100.0,13251.0,26.0,20427600.34357628,1728.301923076923,1296.0,19700.0,14.6,6194812.839996302,93,13,18,0,13,14,0,85852,85852,85852,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
5724,95,316140,60,5269,-1,930324,3,139,950131,12811.8,60,79,4591.911666666667,4100.0,13352.0,16.7,19672755.977030557,3325.351898734177,3240.0,9500.0,14.6,6921506.102496395,81,18,22,0,0,18,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6315,95,43164,12,3597,1,940208,3,69,950203,31349.9,26,43,19429.611538461537,850.0,57680.0,111.0,447216568.1602515,11019.06511627907,5700.0,43700.0,14.6,125877714.5278529,49,0,12,0,0,8,0,117897,117897,117897,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
5876,95,221280,48,4610,1,940115,2,71,950131,31344.7,25,46,17512.224,1100.0,50178.0,69.5,342423407.384224,8836.760869565218,7802.0,32300.0,30.0,62315309.008034036,44,7,12,0,0,8,0,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6986,95,151728,48,3161,-1,940516,3,57,950210,26488.7,28,29,8910.703571428572,619.05,48906.0,9.8,177437529.76677296,7690.041379310344,3100.0,27000.0,0.8,66125068.82794293,33,0,14,0,0,5,5,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6294,95,79920,60,1332,1,931126,3,95,950210,31271.6,29,66,13163.36551724138,700.0,36634.5,24.3,191847683.81743163,5310.090909090909,2040.0,24300.0,14.6,42622362.59173554,61,10,14,0,0,10,0,170449,170449,170449,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
5132,95,538500,60,8975,1,940318,3,58,950214,23271.0,22,36,11733.345454545455,10794.0,32082.0,40.4,143044415.39975208,6523.961111111111,4605.0,23800.0,14.6,31429171.80848765,35,7,10,0,0,6,0,95616,95616,95616,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
5877,95,97224,24,4051,1,930910,3,112,950217,19479.6,42,70,5482.852380952381,2650.0,16257.0,51.9,31610921.72106576,3011.4314285714286,3509.0,11700.0,14.6,4970948.449869388,71,13,16,0,0,12,0,74062,74062,74062,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
6227,95,28248,24,1177,1,930824,3,94,950228,33743.7,38,56,10476.673684210526,2100.0,30055.5,26.9,120434549.00614959,6506.864285714286,1450.0,23400.0,14.6,64380249.02872449,62,0,18,0,0,14,0,162580,162580,162580,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
7241,95,168984,24,7041,-1,930810,3,160,950303,24304.3,74,86,12442.474324324325,334.65,49960.0,28.0,261181219.05082723,10423.706976744186,6360.5,55200.0,2.5,147114659.47204435,102,0,38,0,0,18,2,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6737,95,76680,24,3195,1,930912,3,143,950308,27191.2,53,90,13581.835849056604,277.0,57554.0,91.9,391977695.42720544,7696.064444444444,5483.0,38700.0,14.6,63844938.945624694,83,13,34,0,0,13,0,228848,228848,228848,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
7004,95,331560,60,5526,1,930821,3,119,950314,47992.1,40,79,11490.66,800.0,33276.0,36.3,147915480.9219,5210.562025316456,5200.0,24700.0,14.6,22323099.155519947,73,14,18,0,0,14,0,88884,88884,88884,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
6169,95,103680,60,1728,-1,930720,3,109,950312,36427.6,44,65,5169.697727272727,4350.0,14422.5,26.2,25348947.221131198,3034.4461538461537,1700.0,13920.0,14.6,12434911.884023668,75,0,19,0,0,15,0,95907,95907,95907,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
5208,95,99696,48,2077,-1,930608,3,108,950304,32966.8,45,63,14426.435555555556,8920.0,49327.0,61.8,261591262.05518025,9781.31111111111,5100.0,55900.0,0.4,147233690.5838448,81,0,14,0,0,12,1,114200,114200,114200,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
6694,95,134784,24,5616,1,940604,3,55,950307,16218.7,30,25,8822.476666666667,268.95,43785.0,12.2,202075733.25845554,9938.224,5800.0,58800.0,14.6,163518967.364224,32,0,17,0,0,6,0,285387,285387,285387,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
5599,95,15420,12,1285,1,930523,3,151,950319,31867.2,53,98,4776.766037735849,2800.0,13881.0,22.1,23408858.053940903,2258.1755102040815,1455.0,11840.0,14.6,4432030.923481883,96,17,21,0,0,17,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6546,95,31728,24,1322,1,930905,3,117,950318,32802.7,41,76,7781.153658536586,3700.0,22267.5,36.5,63271924.42346222,3766.1105263157897,3120.0,19680.0,14.6,14556750.769889196,71,14,18,0,0,14,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5414,95,185952,48,3874,1,940319,3,34,950325,82385.2,20,14,12500.505,496.25,46725.0,68.7,272457871.322475,11973.214285714286,5350.0,57400.0,1800.0,205032898.59693876,23,1,10,0,0,0,0,125236,125236,125236,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
5453,95,156672,36,4352,1,940225,3,75,950331,23271.5,37,38,3672.618918918919,3400.0,10380.0,11.2,12273575.639371805,2963.563157894737,3310.0,9000.0,14.6,4855158.420747923,45,8,13,0,0,9,0,72541,72541,72541,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
5740,95,18564,12,1547,1,941125,3,13,950331,43265.7,9,4,8607.3,200.0,25603.5,24.0,95880541.97111112,8550.0,10250.0,13400.0,300.0,26652500.0,9,0,4,0,0,0,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5804,95,158976,48,3312,1,931103,3,156,950331,18879.4,52,104,13041.75,9438.0,48358.0,74.4,181506800.3501923,6339.340384615384,3350.0,37300.0,14.6,76160077.23067677,98,14,16,0,14,14,0,139012,139012,139012,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
6745,95,47304,24,1971,1,931110,3,167,950404,62458.3,76,91,15647.294736842105,9940.0,49060.0,38.3,286412896.7607618,12381.714285714286,8151.0,59900.0,14.6,217012565.85682887,104,14,34,0,0,15,0,197099,197099,197099,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
6950,95,104712,24,4363,1,930520,3,191,950410,21801.2,72,119,16041.951388888889,12512.0,49831.0,83.9,272405342.30888695,9522.850420168068,4200.0,56400.0,14.6,148607469.60216367,125,22,22,0,0,22,0,323870,323870,323870,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6996,95,126600,24,5275,1,930520,3,132,950410,48720.6,46,86,17293.55652173913,16024.0,47472.0,62.3,310619304.1098488,8683.520930232558,6200.0,32400.0,14.6,66524548.70630611,92,0,22,0,0,18,0,162580,162580,162580,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
5352,95,68400,12,5700,-1,941030,3,14,950331,23946.1,9,5,6971.8,160.9,31037.0,66.2,111179232.66222224,7760.0,6000.0,15800.0,2200.0,24682400.0,9,0,5,0,0,0,0,228848,228848,228848,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
6151,95,225420,60,3757,1,940617,3,51,950413,32403.4,22,29,7056.204545454545,4450.0,20727.0,43.4,50501957.279524796,4235.620689655172,3000.0,14800.0,14.6,14074643.780261593,37,0,9,0,0,5,0,117897,117897,117897,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
5310,95,248148,36,6893,1,931211,3,120,950420,41108.6,37,83,9398.816216216217,3200.0,28362.0,86.7,94961850.13595325,3694.5493975903614,2520.0,28960.0,14.6,21203138.625391204,72,11,15,0,11,11,0,72541,72541,72541,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
5045,95,187224,24,7801,-1,931213,3,88,950430,50846.7,38,50,13214.305263157894,1900.0,46293.0,16.8,265159516.4868144,9026.228,7438.5,51900.0,0.2,103160607.77121599,58,0,17,0,0,12,1,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6929,95,36396,12,3033,1,930706,2,158,950506,45480.6,56,102,16954.941071428573,16055.5,48143.0,92.8,298071825.8052774,8862.70588235294,5119.0,51700.0,30.0,122161036.44290657,98,19,22,0,0,19,0,127369,127369,127369,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
5151,95,189060,60,3151,1,941102,1,30,950516,68945.6,14,16,21569.60714285714,20200.45,60016.0,100.5,478164059.0163775,14564.3125,9504.5,40300.0,100.0,170048868.96484375,19,3,6,0,0,2,0,149893,149893,149893,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
5212,95,71064,36,1974,1,940421,3,86,950516,31397.0,29,57,7801.575862068966,2300.0,22908.0,32.3,65339834.75355529,3418.4,1800.0,13600.0,14.6,12331870.58526316,57,9,12,0,0,8,0,85852,85852,85852,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
5138,95,87216,48,1817,1,930921,3,148,950514,26795.3,41,107,5670.470731707317,5800.0,15608.0,25.0,31400292.960118975,1922.3738317757009,1300.0,9900.0,14.6,4023411.0041750376,82,16,19,0,16,15,0,1204953,1204953,1204953,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5713,95,158760,60,2646,1,930727,3,166,950527,19182.3,55,111,7197.829090909091,1400.0,23810.0,17.0,67211174.01951736,3393.6774774774776,1894.0,17200.0,14.6,13982882.311474716,94,17,21,0,17,17,0,78955,78955,78955,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
6704,95,417060,60,6951,1,931120,3,74,950531,80621.0,41,33,10538.953658536586,372.3,43656.0,67.8,197523570.17419392,10639.951515151515,6100.0,52700.0,14.6,141286779.77461892,47,4,19,0,0,4,0,45714,45714,45714,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
6474,95,63360,60,1056,1,930906,3,119,950531,25649.6,49,70,4125.163265306122,1500.0,12138.0,51.7,17269245.83946689,2521.3942857142856,1360.0,7300.0,14.6,5193016.378253061,67,16,20,0,0,16,0,75685,75685,75685,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
6676,95,29784,24,1241,1,950208,3,12,950608,37920.3,9,3,6735.577777777778,8400.0,17241.0,59.4,39545346.6417284,7566.666666666667,8100.0,11300.0,3300.0,10808888.88888889,9,0,3,0,0,0,0,170449,170449,170449,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
6965,95,139536,24,5814,1,931114,3,165,950607,36472.9,67,98,18070.405970149255,11200.0,49193.0,12.2,269916075.6116061,11982.083673469388,9295.5,53200.0,14.6,163951961.79830486,112,17,19,0,0,17,0,117897,117897,117897,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
6725,95,265320,36,7370,1,930918,3,148,950610,35289.8,64,84,6441.2328125,146.64999999999998,26409.0,33.6,84476725.74407959,4487.483333333334,3835.0,17700.0,14.6,13257453.280198412,75,17,40,0,0,16,0,121947,121947,121947,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
7166,95,198240,24,8260,1,950115,3,16,950614,44644.2,11,5,7095.2,6000.0,19455.0,43.0,48523451.82545454,8540.6,9300.0,13000.0,2000.0,14264913.44,11,1,4,0,0,0,0,118650,118650,118650,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
7138,95,60000,60,1000,1,930913,3,137,950630,16878.6,48,89,3840.34375,800.0,11049.0,41.5,16315488.738710938,1881.5528089887641,1950.0,7000.0,14.6,2341800.8665370536,82,17,21,0,0,17,0,77917,77917,77917,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
5970,95,465072,48,9689,1,940114,3,103,950708,37152.4,38,65,12116.376315789474,600.0,35163.0,52.0,167754557.77601802,6511.843076923077,5300.0,42880.0,14.6,43577973.14275977,60,13,17,0,0,13,0,125832,125832,125832,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
6157,95,98592,24,4108,1,950108,1,26,950707,43871.9,13,13,12494.761538461538,900.0,36975.0,68.7,182834318.61313608,9120.0,10530.0,24500.0,100.0,60015738.461538464,16,2,6,0,0,2,0,92084,92084,92084,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
6153,95,285600,60,4760,1,941115,2,49,950713,28194.4,24,25,11216.0125,5076.0,42729.0,31.1,170712598.98276043,9639.6,5800.0,33600.0,30.0,96705195.84,36,0,7,0,0,6,0,95616,95616,95616,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
5693,95,44088,24,1837,1,941208,3,32,950731,44383.2,17,15,7533.605882352941,1200.0,24304.5,61.8,71446597.19584775,5580.1866666666665,3373.0,18000.0,14.6,34007358.530488886,19,3,7,0,0,3,0,81344,81344,81344,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
5922,95,20220,12,1685,1,940827,3,51,950731,31303.3,23,28,11452.434782608696,3400.0,49397.0,90.7,207142035.95618147,8289.378571428571,6050.0,48100.0,14.6,110898164.46954083,31,5,9,0,0,6,0,81344,81344,81344,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
5959,95,107640,24,4485,1,950213,3,23,950805,65325.4,12,11,19481.758333333335,18171.0,53613.0,69.6,392322238.8740972,15314.145454545454,14100.0,46900.0,14.6,185729670.28429753,16,1,5,0,0,1,0,88884,88884,88884,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
5980,95,21396,12,1783,1,940604,3,78,950816,24782.0,34,44,5691.885294117647,3700.0,16048.0,59.2,32731262.91301903,3835.0454545454545,2200.0,14075.0,14.6,14153293.716115704,54,0,14,0,0,10,0,58796,58796,58796,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
6764,95,33984,48,708,1,940824,3,70,950819,44465.4,36,34,5087.997222222222,178.3,20196.0,18.2,47763462.24582562,4079.4764705882353,800.0,14700.0,14.6,26361445.023564015,41,0,22,0,0,7,0,197099,197099,197099,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
5237,95,45336,24,1889,1,940427,3,90,950820,39839.5,33,57,10959.40303030303,3100.0,30436.0,16.3,126625820.20756657,5645.975438596492,5930.0,19900.0,14.6,27902455.114484455,52,12,15,0,0,11,0,51428,51428,51428,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
6726,95,85860,60,1431,1,940629,3,96,950831,39220.2,47,49,3868.0851063829787,150.2,16713.0,5.0,29784426.85658669,2906.795918367347,2400.0,10300.0,14.6,6287031.62365681,49,9,28,0,0,10,0,88884,88884,88884,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
6933,95,188688,48,3931,1,950402,3,22,950906,23579.7,12,10,10950.116666666667,350.0,35378.0,70.0,169852100.0963889,10782.16,8504.5,24500.0,14.6,81310861.5504,15,1,5,0,0,1,0,197099,197099,197099,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
5145,95,309552,48,6449,1,950118,3,35,950915,51799.4,16,19,20681.70625,19697.0,58041.0,55.7,437898070.5518359,14689.884210526316,14291.0,50600.0,14.6,147294742.06448752,21,4,7,0,0,3,0,226122,226122,226122,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
